key	scope	area	screen	ru	en	status	note
market.neverNote	mvp	market	10.1	Нельзя продавать ответы, бусты, лимиты риска, сигналы		draft	
market.view.catalog	mvp	market	10.1	Каталог		draft	Состояние вида
market.wallet.hasBalance	mvp	market	10.5	Есть баланс		draft	Состояние
profile.level.mid	mvp	profile	11.1	Уровень средний		draft	Состояние
profile.level.high	mvp	profile	11.1	Высокий уровень		draft	Состояние
profile.achPartial	mvp	profile	11.2	Частично		draft	Состояние
more.collectionRow	mvp	more	12.1	КОЛЛЕКЦИЯ КАРТ		draft	Строка раздела (заголовок экрана — collection.title)
more.st.badged	mvp	more	12.1	С бейджами уведомлений		draft	Состояние
settings.a11yOn	mvp	settings	12.2	Режим доступности включён		draft	Состояние
push.st.on	mvp	push	12.4	Включено		draft	Состояние
ea.title	later	ea	13.1	EARLY ACCESS		draft	Секция — app.chapter
ea.alphaHero	later	ea	13.1	АЛЬФА. ВСЁ РАБОТАЕТ НЕ ТАК, КАК БУДЕТ.		draft	
ea.alphaSub	later	ea	13.1	Ранние участники видят статус разработки и помогают выбрать, что делать дальше.		draft	
ea.myStatus	later	ea	13.1	СТАТУС УЧАСТНИКА		draft	
ea.status	later	ea	13.1	Статус		draft	
ea.status.early	later	ea	13.1	EARLY PLAYER		draft	
ea.confirmed	later	ea	13.1	подтверждён		draft	
ea.byAdmin	later	ea	13.1	выдан админом		draft	
ea.histNum	later	ea	13.1	Номер в истории		draft	
ea.histNumVal	later	ea	13.1	#{n}		draft	
ea.disclaimer	later	ea	13.1	Не инвестиция · 18+ · токена нет · roadmap может меняться		draft	
ea.st.none	later	ea	13.1	Обычный игрок		draft	
ea.nostatus	later	ea	13.1	Без статуса		draft	
ea.st.founder	later	ea	13.1	Founder + Premium		draft	
ea.st.error	later	ea	13.1	Проверка статуса не ответила		draft	
ea.tab.intro	later	ea	13.2	INTRO		draft	
ea.tab.status	later	ea	13.3	STATUS		draft	
ea.tab.help	later	ea	13.4	HELP		draft	
ea.tab.benefits	later	ea	13.5	BENEFITS		draft	
ea.tab.roadmap	later	ea	13.6	ROADMAP		draft	
ea.tab.token	later	ea	13.7	TOKEN		draft	
ea.tab.cta	later	ea	13.8	CTA		draft	
ea.next	later	ea	13.2	Дальше →		draft	
ea.intro.hero	later	ea	13.2	SIGNAL ARENA · PROOF OF SKILL		draft	
ea.intro.sub	later	ea	13.2	Ты внутри ранней альфа-версии. Игра уже работает, но часть систем ещё в разработке.		draft	
ea.intro.checking	later	ea	13.2	ЧТО МЫ ПРОВЕРЯЕМ СЕЙЧАС		draft	
ea.intro.check.0	later	ea	13.2	Насколько интересен основной игровой цикл		draft	
ea.intro.check.1	later	ea	13.2	Возвращаются ли игроки		draft	
ea.intro.check.2	later	ea	13.2	Какие режимы развивать первыми		draft	
ea.intro.can	later	ea	13.2	ЧТО МОЖНО ДЕЛАТЬ		draft	
ea.intro.can.0	later	ea	13.2	Играть бесплатно		draft	
ea.intro.can.1	later	ea	13.2	Приглашать друзей		draft	
ea.intro.can.2	later	ea	13.2	Делиться проектом		draft	
ea.intro.can.3	later	ea	13.2	Отправлять обратную связь		draft	
ea.intro.note	later	ea	13.2	Ранние участники получат особый статус и внутриигровые преимущества согласно правилам программы.		draft	
ea.st.working	later	ea	13.3	ЧТО УЖЕ РАБОТАЕТ		draft	
ea.st.ready	later	ea	13.3	ГОТОВНОСТЬ АЛЬФЫ 7 ИЗ 7 БАЗОВЫХ		draft	
ea.st.done	later	ea	13.3	готово		draft	
ea.st.item.proto	later	ea	13.3	Игровой прототип		draft	
ea.st.item.cycle	later	ea	13.3	Базовый игровой цикл		draft	
ea.st.item.tutor	later	ea	13.3	Обучающие сценарии		draft	
ea.st.item.profile	later	ea	13.3	Профиль игрока		draft	
ea.st.item.results	later	ea	13.3	Результаты матчей		draft	
ea.st.item.ref	later	ea	13.3	Реферальные ссылки		draft	
ea.st.item.fb	later	ea	13.3	Сбор обратной связи		draft	
ea.st.wip	later	ea	13.3	В РАЗРАБОТКЕ		draft	
ea.st.wip.0	later	ea	13.3	Серверные награды за рефералов		draft	
ea.st.wip.1	later	ea	13.3	Лидерборды недели и месяца		draft	
ea.st.wip.2	later	ea	13.3	Автокарточки результата		draft	
ea.st.wip.3	later	ea	13.3	Расширенная статистика Premium		draft	
ea.st.p1	later	ea	13.3	P1		draft	
ea.st.p2	later	ea	13.3	P2		draft	
ea.st.note	later	ea	13.3	Некоторые функции могут изменяться во время альфа-теста.		draft	
ea.help.title	later	ea	13.4	КАК ПОМОЧЬ		draft	
ea.help.of	later	ea	13.4	Выполнено {done} из {total} · награды начисляет сервер		draft	
ea.help.step.0	later	ea	13.4	Пройди обучение		draft	
ea.help.step.1	later	ea	13.4	Сыграй несколько матчей		draft	
ea.help.step.2	later	ea	13.4	Пригласи знакомого		draft	
ea.help.step.3	later	ea	13.4	Поделись результатом		draft	
ea.help.step.4	later	ea	13.4	Отправь отзыв или баг-репорт		draft	
ea.help.of33	later	ea	13.4	{n} из {m}		draft	
ea.help.todo	later	ea	13.4	не сделано		draft	
ea.help.done	later	ea	13.4	ГОТОВО		draft	
ea.help.now	later	ea	13.4	СЕЙЧАС		draft	
ea.help.wait	later	ea	13.4	ЖДЁТ		draft	
ea.help.quick	later	ea	13.4	БЫСТРЫЕ ДЕЙСТВИЯ		draft	Кнопки — share.open и feedback.open
ea.help.note	later	ea	13.4	Награды начисляются за реальные действия и могут быть ограничены правилами защиты от накрутки.		draft	
ea.ben.title	later	ea	13.5	ЧТО ПОЛУЧАЮТ РАННИЕ УЧАСТНИКИ		draft	
ea.ben.note	later	ea	13.5	Статус выдаётся сервером и отображается в профиле		draft	
ea.ben.status	later	ea	13.5	Статус раннего игрока		draft	
ea.ben.statusSub	later	ea	13.5	активен		draft	
ea.ben.premium	later	ea	13.5	Пожизненный Premium		draft	
ea.ben.premiumSub	later	ea	13.5	если подтверждён в админ-системе		draft	
ea.ben.tests	later	ea	13.5	Приоритетный доступ к закрытым тестам		draft	
ea.ben.testsSub	later	ea	13.5	по очереди		draft	
ea.ben.cosmetic	later	ea	13.5	Дополнительные косметические награды		draft	
ea.ben.cosmeticSub	later	ea	13.5	только внешний вид		draft	
ea.ben.polls	later	ea	13.5	Участие в опросах о развитии		draft	
ea.ben.pollsSub	later	ea	13.5	ежемесячно		draft	
ea.ben.record	later	ea	13.5	Запись в истории ранних участников		draft	
ea.ben.recordSub	later	ea	13.5	номер #0148		draft	
ea.ben.not	later	ea	13.5	НЕ ВХОДИТ В СТАТУС		draft	
ea.ben.notBody	later	ea	13.5	Преимущества в оценке, подсказки ответов, доход, доля в проекте.		draft	
ea.ben.foot	later	ea	13.5	Состав функций может уточняться до публичного релиза.		draft	
ea.road.s1	later	ea	13.6	ЭТАП 1 · АЛЬФА		draft	
ea.road.s1when	later	ea	13.6	сейчас		draft	
ea.road.s1body	later	ea	13.6	Проверка основного игрового цикла и обучение игроков		draft	
ea.road.s1kpi	later	ea	13.6	10K–50K MAU · D30 больше 3%		draft	
ea.road.s2	later	ea	13.6	ЭТАП 2 · БЕТА		draft	
ea.road.s2when	later	ea	13.6	месяцы 6–18		draft	
ea.road.s2body	later	ea	13.6	Профили, лидерборды, реферальная система, аналитика, контент		draft	
ea.road.s2kpi	later	ea	13.6	50K–200K MAU · D30 больше 6%		draft	
ea.road.s3	later	ea	13.6	ЭТАП 3 · МОНЕТИЗАЦИЯ		draft	
ea.road.s3when	later	ea	13.6	месяцы 12–24		draft	
ea.road.s3body	later	ea	13.6	Платные цифровые функции через поддерживаемые Telegram-инструменты		draft	
ea.road.s3kpi	later	ea	13.6	$100K–500K/год · Premium 5–10%		draft	
ea.road.s4	later	ea	13.6	ЭТАП 4 · WEB3-ИССЛЕДОВАНИЕ		draft	
ea.road.s4when	later	ea	13.6	месяцы 18–36		draft	
ea.road.s4body	later	ea	13.6	Изучение NFT, токена и TON только после проверки продукта, экономики, безопасности и юридической модели.		draft	Полный текст — в прототипе он виден целиком
ea.road.s4kpi	later	ea	13.6	200K–1M MAU · $500K–2M/год		draft	
ea.road.s5	later	ea	13.6	ЭТАП 5 · МАСШТАБИРОВАНИЕ		draft	
ea.road.s5when	later	ea	13.6	месяцы 36+		draft	
ea.road.s5body	later	ea	13.6	Веб-версия, дополнительные платформы, сервисы и партнёрские интеграции		draft	
ea.road.s5kpi	later	ea	13.6	1M–5M MAU · $1M–5M/год		draft	
ea.road.foot	later	ea	13.6	Roadmap может меняться: отзывы игроков · техническая осуществимость · наличие финансирования · юридические требования.		draft	
ea.tok.hero	later	ea	13.7	ТОКЕНА НЕТ. И ЭТО НЕ ОПЕЧАТКА.		draft	
ea.tok.body1	later	ea	13.7	Сейчас у Signal Arena нет запущенного токена, NFT-контракта или кошелька для получения токенов.		draft	
ea.tok.body2	later	ea	13.7	Блокчейн рассматривается как возможный слой для отдельных цифровых активов и подтверждения владения. Сначала проверяем, нужен ли он игре.		draft	
ea.tok.not	later	ea	13.7	РАННЕЕ УЧАСТИЕ НЕ ОЗНАЧАЕТ		draft	
ea.tok.no.0	later	ea	13.7	Гарантированный airdrop		draft	
ea.tok.no.1	later	ea	13.7	Гарантированную цену		draft	
ea.tok.no.2	later	ea	13.7	Гарантированный листинг		draft	
ea.tok.no.3	later	ea	13.7	Обещанную прибыль		draft	
ea.tok.no.4	later	ea	13.7	Право на долю в проекте		draft	
ea.tok.goals	later	ea	13.7	РЕАЛИСТИЧНЫЕ ЦЕЛИ		draft	
ea.tok.goalsSub	later	ea	13.7	по бенчмаркам		draft	
ea.tok.y1	later	ea	13.7	Год 1		draft	
ea.tok.y2	later	ea	13.7	Год 2		draft	
ea.tok.y3	later	ea	13.7	Год 3		draft	
ea.tok.survive	later	ea	13.7	93% GameFi-проектов проваливаются. Наша цель — попасть в топ-10% выживших.		draft	
ea.tok.foot	later	ea	13.7	Это не инвестиция. Цифровые товары с внутриигровой утилитой могут обесцениться. Только 18+. Проверяйте локальные законы.		draft	В прототипе обрезано на «Проверяй» — дописано
ea.cta.hero	later	ea	13.8	ГОТОВ ПОМОЧЬ?		draft	
ea.cta.sub	later	ea	13.8	Пройди первый матч и отправь Signal Arena человеку, которому может быть интересен такой формат.		draft	
ea.cta.learn	later	ea	13.8	ПРОЙТИ ОБУЧЕНИЕ		draft	
ea.cta.share	later	ea	13.8	ПОДЕЛИТЬСЯ ИГРОЙ		draft	
ea.cta.feedback	later	ea	13.8	ОТПРАВИТЬ ОТЗЫВ		draft	
ea.cta.channel	later	ea	13.8	ПОДПИСАТЬСЯ НА КАНАЛ		draft	Стрелка ↗ запрещена — внешняя SVG-иконка
ea.cta.where	later	ea	13.8	КУДА ВЕДЁТ КАЖДАЯ КНОПКА		draft	
ea.cta.row.learn	later	ea	13.8	Обучение		draft	
ea.cta.row.learnTo	later	ea	13.8	закрыть панель → tutorial		draft	
ea.cta.row.shareTo	later	ea	13.8	панель шеринга		draft	Название кнопки — share.open
ea.cta.row.fb	later	ea	13.8	Отзыв		draft	
ea.cta.row.fbTo	later	ea	13.8	внешняя форма		draft	
ea.cta.row.ch	later	ea	13.8	Канал		draft	
ea.cta.row.chTo	later	ea	13.8	новая вкладка Telegram		draft	
ea.cta.foot	later	ea	13.8	Панель можно открыть снова в профиле и в разделе «Ещё».		draft	
share.open	mvp	share	9.4, 11.2, 13.4	Поделиться		draft	Кнопка входа в шеринг на экранах 9.4, 11.2, 13.4
share.title	later	share	14.1	ПОДЕЛИТЬСЯ РЕЗУЛЬТАТОМ		draft	Закрытие — common.close
feedback.open	mvp	feedback	13.4	Отправить отзыв		draft	Кнопка входа в фидбек (EA HELP)
feedback.title	mvp	feedback	15.1	ОБРАТНАЯ СВЯЗЬ		draft	Закрытие — common.close
ea.mainAction	later	ea	13.1	ГЛАВНОЕ ДЕЙСТВИЕ		draft	
ea.startTrain	later	ea	13.1	Начать тренировку		draft	
ea.st.firstShow	later	ea	13.2	Первый показ		draft	Автооткрытие
ea.st.manual	later	ea	13.2	Открыта вручную		draft	
ea.st.alpha	later	ea	13.3	Альфа		draft	
ea.st.beta	later	ea	13.3	Бета		draft	Часть строк переезжает вверх
ea.help.allDone	later	ea	13.4	Все шаги выполнены		draft	
ea.help.manualReview	later	ea	13.4	Награда на ручной проверке		draft	
ea.road.alpha	later	ea	13.6	Альфа активна		draft	
ea.road.beta	later	ea	13.6	Бета активна		draft	
ea.road.moved	later	ea	13.6	Этап сдвинут		draft	
ea.tok.stAlpha	later	ea	13.7	Альфа (токена нет)		draft	
ea.tok.stResearch	later	ea	13.7	Исследование объявлено		draft	
ea.tok.stTerms	later	ea	13.7	Условия опубликованы отдельно		draft	
ea.cta.stFresh	later	ea	13.8	Обучение не пройдено		draft	
ea.cta.stDone	later	ea	13.8	Обучение пройдено		draft	Первая кнопка становится вторичной
share.alphaTag	later	share	14.1	АЛЬФА		draft	
share.lastMatch	later	share	14.1	ТВОЙ ПОСЛЕДНИЙ МАТЧ		draft	
share.mode	later	share	14.1	Режим		draft	
share.result	later	share	14.1	Результат		draft	
share.yourLink	later	share	14.1	ТВОЯ ССЫЛКА		draft	
share.refLink	later	share	14.1	РЕФЕРАЛЬНАЯ ССЫЛКА		draft	
share.codeNote	later	share	14.1	КОД 6–8 СИМВОЛОВ СОЗДАЁТСЯ ПРИ ПЕРВОМ ВХОДЕ		draft	
share.copyLink	later	share	14.1	СКОПИРОВАТЬ ССЫЛКУ		draft	
share.toTelegram	later	share	14.1	ПОДЕЛИТЬСЯ В TELEGRAM		draft	Стрелка — SVG
share.makeCard	later	share	14.1	СОЗДАТЬ КАРТОЧКУ		draft	
share.fairNote	later	share	14.1	Ссылка одна на все время. Награды начисляются только за реальные действия друга.		draft	
share.hasMatch	later	share	14.1	Есть матч		draft	
share.noMatch	later	share	14.1	Матчей ещё нет		draft	Блок заменяется приглашением в обучение
share.copied	later	share	14.1	Ссылка скопирована		draft	Тост 2 с
share.offline	later	share	14.1	Оффлайн		draft	
share.card.title	later	share	14.2	КАРТОЧКА РЕЗУЛЬТАТА		draft	
share.card.size	later	share	14.2	{w}×{h}		draft	
share.card.headline	later	share	14.2	РЫНОК ПРИНЯЛ МОЁ РЕШЕНИЕ.		draft	Текст на карточке
share.card.chartNote	later	share	14.2	ГРАФИК СИТУАЦИИ · СТАТИЧНЫЙ SVG		draft	
share.card.formats	later	share	14.2	ФОРМАТЫ		draft	
share.card.f.post	later	share	14.2	ПОСТ		draft	
share.card.f.story	later	share	14.2	СТОРИС		draft	
share.card.f.link	later	share	14.2	ЛИНК-ПРЕВЬЮ		draft	
share.card.save	later	share	14.2	СОХРАНИТЬ И ОТПРАВИТЬ		draft	
share.card.back	later	share	14.2	Назад к шерингу		draft	
share.card.techNote	later	share	14.2	Карточка собирается на клиенте из SVG-шаблона: шрифты в кривые, фон растровый WebP до 120 КБ.		draft	
share.card.generating	later	share	14.2	Генерация		draft	
share.card.ready	later	share	14.2	Готово		draft	
share.card.error	later	share	14.2	Ошибка генерации		draft	Текстовый фолбэк
share.ref.title	later	share	14.3	ПРИГЛАСИ ДРУГА		draft	
share.ref.both	later	share	14.3	НАГРАДЫ ОБОИМ		draft	
share.ref.hero	later	share	14.3	ПРИГЛАСИ ТОГО, КОМУ ЭТО ДЕЙСТВИТЕЛЬНО ИНТЕРЕСНО.		draft	
share.ref.table	later	share	14.3	ТАБЛИЦА НАГРАД		draft	
share.ref.evt.tutor	later	share	14.3	Завершил обучение		draft	
share.ref.evt.first	later	share	14.3	Первый матч		draft	
share.ref.rw.0	later	share	14.3	+{xp} XP + косметика		draft	
share.ref.evt.back	later	share	14.3	Возврат на следующий день		draft	
share.ref.rw.1	later	share	14.3	+{xp} XP + бустер		draft	
share.ref.you	later	share	14.3	тебе		draft	
share.ref.friend	later	share	14.3	другу		draft	Компонуется «тебе · другу»
share.ref.yours	later	share	14.3	ТВОИ ПРИГЛАШЁННЫЕ		draft	В прототипе без Ё — нормализовано
share.ref.total	later	share	14.3	{n} всего		draft	
share.ref.invited	later	share	14.3	Приглашено		draft	
share.ref.active	later	share	14.3	Активных		draft	
share.ref.reward	later	share	14.3	Награда		draft	
share.ref.friendN	later	share	14.3	Друг {n}		draft	
share.ref.st.both	later	share	14.3	обучение и первый матч		draft	
share.ref.st.one	later	share	14.3	обучение		draft	
share.ref.st.none	later	share	14.3	ещё не начал		draft	
share.ref.waiting	later	share	14.3	ждём		draft	
share.ref.share	later	share	14.3	Поделиться ссылкой		draft	
share.ref.fair	later	share	14.3	Награды начисляются только за реальные действия. Защита от накрутки работает на сервере и игроку не видна.		draft	
share.ref.none	later	share	14.3	Нет приглашённых		draft	
share.ref.hasActive	later	share	14.3	Есть активные		draft	
share.ref.pending	later	share	14.3	Награда на проверке		draft	Строка серая
alpha.envTag	later	alpha	15.1	DEMO / LOCAL		draft	
alpha.xp	later	alpha	15.1	XP		draft	Заголовок блока — profile.stats
alpha.level	later	alpha	15.1	УРОВЕНЬ		draft	
alpha.matches	later	alpha	15.1	МАТЧЕЙ		draft	
alpha.wins	later	alpha	15.1	ПОБЕД		draft	
alpha.streak	later	alpha	15.1	СЕРИЯ		draft	
alpha.skill	later	alpha	15.1	SKILL		draft	
alpha.refs	later	alpha	15.1	РЕФЕРАЛЫ		draft	Счётчики — share.ref.invited/active/reward
alpha.more	later	alpha	15.1	подробнее		draft	
alpha.achOf	later	alpha	15.1	{n} из {total}		draft	Заголовок — profile.ach
alpha.token	later	alpha	15.1	SIGNAL TOKEN		draft	Текст без баланса
alpha.btn.share	later	alpha	15.1	SHARE		draft	
alpha.btn.settings	later	alpha	15.1	SETTINGS		draft	
alpha.noServer	later	alpha	15.1	Нет связи с сервером		draft	
alpha.premium.title	later	alpha	15.2	FOUNDER PREMIUM		draft	
alpha.premium.status	later	alpha	15.2	СТАТУС		draft	
alpha.premium.lifetime	later	alpha	15.2	СТАТУС АКТИВЕН ПОЖИЗНЕННО		draft	
alpha.premium.body	later	alpha	15.2	Выдан администрацией как раннему участнику. Включить его из игры нельзя.		draft	
alpha.premium.gives	later	alpha	15.2	ЧТО ДАЁТ		draft	
alpha.premium.gives.0	later	alpha	15.2	Отключение рекламы (в будущей версии)		draft	
alpha.premium.gives.1	later	alpha	15.2	Дополнительные косметические слоты		draft	
alpha.premium.gives.2	later	alpha	15.2	Расширенная статистика		draft	
alpha.premium.gives.3	later	alpha	15.2	Ранний доступ к режимам		draft	
alpha.premium.gives.4	later	alpha	15.2	Повышенный лимит тренировочных попыток		draft	
alpha.premium.gives.5	later	alpha	15.2	Значок Founder		draft	
alpha.premium.gives.6	later	alpha	15.2	Доступ к закрытым событиям		draft	
alpha.premium.denies	later	alpha	15.2	ЧЕГО НЕ ДАЁТ		draft	
alpha.premium.denies.0	later	alpha	15.2	Бесконечный фарм токенов		draft	
alpha.premium.denies.1	later	alpha	15.2	Экономические преимущества		draft	
alpha.premium.denies.2	later	alpha	15.2	Влияние на оценку решений		draft	
alpha.premium.foot	later	alpha	15.2	Статус проверяется при каждом запуске через Telegram. Если проверка не прошла, премиум-блоки просто не показываются.		draft	
alpha.premium.on	later	alpha	15.2	Статус активен		draft	
alpha.premium.off	later	alpha	15.2	Статуса нет		draft	Экран поясняет, как его получают
alpha.premium.failed	later	alpha	15.2	Проверка не прошла		draft	
feedback.alphaTag	mvp	feedback	15.3	АЛЬФА		draft	
feedback.hero	mvp	feedback	15.3	СКАЖИ, ГДЕ БОЛЬНО.		draft	
feedback.heroSub	mvp	feedback	15.3	Один точный отзыв полезнее ста лайков.		draft	
feedback.row.form	mvp	feedback	15.3	внешняя форма		draft	
feedback.row.bug	mvp	feedback	15.3	Сообщить об ошибке		draft	
feedback.row.bugForm	mvp	feedback	15.3	форма баг-репорта		draft	
feedback.row.poll	mvp	feedback	15.3	Пройти опрос месяца		draft	
feedback.row.pollMeta	mvp	feedback	15.3	5 вопросов · 2 минуты		draft	
feedback.row.channel	mvp	feedback	15.3	Канал проекта		draft	
feedback.row.channelSub	mvp	feedback	15.3	новости и отчёты		draft	
feedback.row.chat	mvp	feedback	15.3	Чат участников		draft	
feedback.row.chatSub	mvp	feedback	15.3	обсуждение решений		draft	
feedback.tips	mvp	feedback	15.3	ЧТО ПОЛЕЗНО НАПИСАТЬ		draft	
feedback.tipsBody	mvp	feedback	15.3	Где было непонятно · на каком экране бросил · что хочется играть дальше · что выглядит нечестно		draft	
feedback.extNote	mvp	feedback	15.3	Внешние ссылки открываются в новой вкладке. Подписка не требуется для наград.		draft	
feedback.sentToday	mvp	feedback	15.3	Отзыв уже отправлен сегодня		draft	
feedback.pollOff	mvp	feedback	15.3	Опрос недоступен		draft	
common.on	mvp	common	12.2, 12.4	ВКЛ		draft	Состояние тумблера
common.off	mvp	common	12.2, 12.4	ВЫКЛ		draft	Состояние тумблера
common.wd.mon	mvp	common	12.4	Пн		draft	Выбор дней режима тишины
common.wd.tue	mvp	common	12.4	Вт		draft	
common.wd.wed	mvp	common	12.4	Ср		draft	
common.wd.thu	mvp	common	12.4	Чт		draft	
common.wd.fri	mvp	common	12.4	Пт		draft	
common.wd.sat	mvp	common	12.4	Сб		draft	
common.wd.sun	mvp	common	12.4	Вс		draft	
app.chapter	mvp	app	1.1–13.1	{n} · {title}		draft	Метка секции в шапке (напр. «1 · ГЛАВНАЯ», «12 · РАННИЙ ДОСТУП»)
app.chapSub	mvp	app	4.3–4.13	{n} · {title} · {sub}		draft	Метка подсекции (напр. «3 · ПРАКТИКА · РЕШЕНИЕ»)
units.time.sec	mvp	units	—	{n} сек		draft	Длительности; плюрализация — в коде
units.time.min	mvp	units	—	{n} мин		draft	
units.time.hour	mvp	units	—	{n} ч		draft	
units.time.day	mvp	units	—	{n} д		draft	
units.time.week	mvp	units	—	{n} нед		draft	
units.time.month	mvp	units	—	{n} мес		draft	
units.time.ago	mvp	units	—	{t} назад		draft	
units.xp	mvp	units	—	{n} XP		draft	
units.coins	mvp	units	—	{n} монет		draft	{n} плюрализуется (монета/монеты/монет)
units.pct	mvp	units	—	{n}%		draft	
backend.err.network	mvp	backend	—	Нет соединения с сервером. Проверь интернет.		draft	Мой текст; все backend.* — тексты сервера
backend.err.timeout	mvp	backend	—	Сервер не ответил вовремя. Попробуй ещё раз.		draft	Мой текст
backend.err.unauth	mvp	backend	—	Сессия истекла. Войди снова.		draft	Мой текст
backend.err.forbidden	mvp	backend	—	Нет доступа к этому действию.		draft	Мой текст
backend.err.notFound	mvp	backend	—	Не найдено: возможно, уже удалено.		draft	Мой текст
backend.err.conflict	mvp	backend	—	Данные изменились. Обнови экран.		draft	Мой текст
backend.err.rateLimit	mvp	backend	—	Слишком много запросов. Подожди минуту.		draft	Мой текст
backend.err.server	mvp	backend	—	Ошибка сервера. Уже чиним.		draft	Мой текст
backend.err.maintenance	mvp	backend	—	Технические работы. Вернёмся скоро.		draft	Мой текст
backend.err.badInput	mvp	backend	—	Проверь введённые данные.		draft	Мой текст
backend.auth.codeWrong	mvp	backend	0.x	Неверный код. Осталось попыток: {n}.		draft	Мой текст
backend.auth.codeExpired	mvp	backend	0.x	Код истёк. Запроси новый.		draft	Мой текст
backend.auth.codeResent	mvp	backend	0.x	Новый код отправлен.		draft	Мой текст
backend.auth.tooMany	mvp	backend	0.x	Слишком много попыток. Подожди {t}.		draft	Мой текст
backend.save.ok	mvp	backend	—	Прогресс сохранён.		draft	Мой текст
backend.save.conflict	mvp	backend	—	Прогресс новее на другом устройстве. Выбери, что оставить.		draft	Мой текст
backend.purchase.ok	mvp	backend	10.x	Оплата прошла. Товар твой.		draft	Мой текст
backend.purchase.fail	mvp	backend	10.x	Оплата не прошла. Деньги не списаны.		draft	Мой текст
backend.purchase.owned	mvp	backend	10.x	Уже куплено.		draft	Мой текст
backend.tourn.full	mvp	backend	9.x	Турнир заполнен.		draft	Мой текст
backend.tourn.ended	mvp	backend	9.x	Окно турнира закрыто.		draft	Мой текст
backend.tourn.dup	mvp	backend	9.x	Ты уже участвуешь.		draft	Мой текст
backend.share.linkFail	mvp	backend	14.x	Не удалось создать ссылку.		draft	Мой текст
backend.feedback.ok	mvp	backend	15.x	Спасибо! Отзыв отправлен.		draft	Мой текст
backend.ea.statusFail	mvp	backend	13.x	Не удалось проверить статус участника.		draft	Мой текст
legal.updated	mvp	legal	12.3	Обновлено {date}		draft	Мой текст; пометка версии документа
pwa.install.title	mvp	pwa	—	Установи Signal Arena		draft	Мой текст; промпт установки PWA
pwa.install.body	mvp	pwa	—	Быстрый запуск с домашнего экрана и работа без сети.		draft	Мой текст
pwa.install.cta	mvp	pwa	—	Установить		draft	Мой текст
pwa.install.later	mvp	pwa	—	Позже		draft	Мой текст
pwa.update	mvp	pwa	—	Доступна новая версия. Обновить?		draft	Мой текст; промпт service worker
pwa.updateNow	mvp	pwa	—	Обновить		draft	Мой текст
pwa.offline	mvp	pwa	—	Нет соединения. Показаны сохранённые данные.		draft	Мой текст; офлайн-баннер
units.time.today	mvp	units	—	сегодня		draft	
units.time.yesterday	mvp	units	—	вчера		draft	
states.normal	mvp	states	4.2, 4.4	Обычный		draft	Состояние по умолчанию
states.basic	mvp	states	12.1–12.3	Базовое		draft	Состояние по умолчанию
